transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
PWWP2A-201,PWWP2A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript883.chr16.nic,RAB40C,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RABGGTA-201,RABGGTA,Inhibitory_neuron,Minor,AD_enriched,Canonical
RAD21-212,RAD21,Inhibitory_neuron,Minor,AD_enriched,Alternate
RAD51C-219,RAD51C,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript7592.chr22.nic,RANBP1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RANBP2-206,RANBP2,Inhibitory_neuron,Minor,CT_enriched,Alternate
RANBP2-201,RANBP2,Inhibitory_neuron,Dominant,AD_enriched,Canonical
RARS2-246,RARS2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RBL2-201,RBL2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RBL2-209,RBL2,Inhibitory_neuron,Minor,AD_enriched,Alternate
RBM33-207,RBM33,Inhibitory_neuron,Minor,AD_enriched,Canonical
RBM33-201,RBM33,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RBM41-209,RBM41,Inhibitory_neuron,Dominant,CT_enriched,Canonical
REL-204,REL,Inhibitory_neuron,Minor,AD_enriched,Alternate
REL-202,REL,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RETREG2-201,RETREG2,Inhibitory_neuron,Minor,AD_enriched,Alternate
RETREG2-203,RETREG2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RGS12-220,RGS12,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RIC8B-205,RIC8B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RIMBP2-216,RIMBP2,Inhibitory_neuron,Minor,AD_enriched,Alternate
RIMS2-219,RIMS2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
RIOK3-205,RIOK3,Inhibitory_neuron,Minor,AD_enriched,Alternate
RIOK3-201,RIOK3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RNASEH2B-208,RNASEH2B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript125102.chrX.nic,RNF128,Inhibitory_neuron,Minor,AD_enriched,Alternate
RNF128-201,RNF128,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RNF144A-201,RNF144A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript9298.chr2.nic,RNF144A,Inhibitory_neuron,Minor,AD_enriched,Alternate
RNGTT-204,RNGTT,Inhibitory_neuron,Minor,AD_enriched,Alternate
RNGTT-202,RNGTT,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RNPEPL1-201,RNPEPL1,Inhibitory_neuron,Minor,AD_enriched,Canonical
ROBO2-202,ROBO2,Inhibitory_neuron,Minor,AD_enriched,Alternate
ROBO2-204,ROBO2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript60195.chr3.nnic,RPL14,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript68086.chr17.nnic,RPL19,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript38859.chr14.nnic,RPS29,Inhibitory_neuron,Minor,AD_enriched,Alternate
RPS3-217,RPS3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
RPS3-209,RPS3,Inhibitory_neuron,Minor,AD_enriched,Alternate
RSPH3-201,RSPH3,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript213042.chr6.nnic,RSPH3,Inhibitory_neuron,Minor,CT_enriched,Alternate
transcript48755.chr9.nnic,RUSC2,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript44036.chr6.nnic,RXRB,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SACM1L-206,SACM1L,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SAMHD1-225,SAMHD1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SAMHD1-221,SAMHD1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SAP130-201,SAP130,Inhibitory_neuron,Minor,AD_enriched,Alternate
SATB1-204,SATB1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SCAF4-203,SCAF4,Inhibitory_neuron,Minor,AD_enriched,Alternate
SCAF4-201,SCAF4,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SCAP-206,SCAP,Inhibitory_neuron,Minor,AD_enriched,Alternate
SCAP-201,SCAP,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript313984.chr2.nnic,SCN1A-AS1,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
SCRN1-201,SCRN1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SEC24B-203,SEC24B,Inhibitory_neuron,Minor,AD_enriched,Alternate
SEC31B-202,SEC31B,Inhibitory_neuron,Minor,CT_enriched,Alternate
SEPTIN11-203,SEPTIN11,Inhibitory_neuron,Dominant,AD_enriched,Alternate
transcript61327.chr1.nnic,SFPQ,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SFPQ-205,SFPQ,Inhibitory_neuron,Minor,AD_enriched,Alternate
SGIP1-243,SGIP1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SGIP1-231,SGIP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SHOC2-217,SHOC2,Inhibitory_neuron,Minor,AD_enriched,Alternate
SHOC2-202,SHOC2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SIRT7-201,SIRT7,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SKIC3-236,SKIC3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SLC11A2-201,SLC11A2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript65498.chr6.nnic,SLC25A27,Inhibitory_neuron,Minor,CT_enriched,Alternate
SLC25A40-201,SLC25A40,Inhibitory_neuron,Minor,AD_enriched,Canonical
SLC39A1-204,SLC39A1,Inhibitory_neuron,Minor,CT_enriched,Alternate
transcript30158.chr2.nic,SLC5A6,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SLITRK3-201,SLITRK3,Inhibitory_neuron,Minor,CT_enriched,Alternate
SLITRK3-202,SLITRK3,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript49800.chr18.nic,SMAD2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript168145.chr10.nnic,SORBS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SORBS1-223,SORBS1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SPEF2-205,SPEF2,Inhibitory_neuron,Minor,AD_enriched,Alternate
SPEF2-211,SPEF2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SPEN-201,SPEN,Inhibitory_neuron,Dominant,CT_enriched,Canonical
SPIDR-225,SPIDR,Inhibitory_neuron,Minor,AD_enriched,Alternate
SPIN3-201,SPIN3,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript21611.chr11.nnic,SPON1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SSR1-204,SSR1,Inhibitory_neuron,Minor,AD_enriched,Alternate
SSR1-201,SSR1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ST3GAL3-277,ST3GAL3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ST3GAL5-222,ST3GAL5,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ST6GALNAC6-204,ST6GALNAC6,Inhibitory_neuron,Dominant,AD_enriched,Alternate
STAMBP-202,STAMBP,Inhibitory_neuron,Dominant,CT_enriched,Canonical
STAT3-238,STAT3,Inhibitory_neuron,Minor,AD_enriched,Alternate
STAU1-206,STAU1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
STAU1-207,STAU1,Inhibitory_neuron,Minor,AD_enriched,Canonical
STK11-201,STK11,Inhibitory_neuron,Dominant,AD_enriched,Canonical
STK11-202,STK11,Inhibitory_neuron,Minor,CT_enriched,Alternate
STPG1-201,STPG1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
SVEP1-202,SVEP1,Inhibitory_neuron,Minor,AD_enriched,Canonical
TACC2-209,TACC2,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript7493.chr22.nic,TANGO2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TBC1D10B-201,TBC1D10B,Inhibitory_neuron,Minor,AD_enriched,Canonical
TBC1D10B-203,TBC1D10B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TBC1D23-202,TBC1D23,Inhibitory_neuron,Dominant,CT_enriched,Canonical
TBC1D23-201,TBC1D23,Inhibitory_neuron,Minor,AD_enriched,Alternate
TBC1D4-202,TBC1D4,Inhibitory_neuron,Dominant,CT_enriched,Canonical
TBC1D4-201,TBC1D4,Inhibitory_neuron,Minor,AD_enriched,Alternate
TBC1D9B-202,TBC1D9B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript144400.chr17.nic,TBCD,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TBL2-201,TBL2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
TCTN1-205,TCTN1,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript225805.chr2.nic,TGFBRAP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
TGFBRAP1-201,TGFBRAP1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
THOC5-216,THOC5,Inhibitory_neuron,Dominant,CT_enriched,Canonical
THOC5-204,THOC5,Inhibitory_neuron,Minor,AD_enriched,Alternate
THRB-219,THRB,Inhibitory_neuron,Minor,AD_enriched,Alternate
TLN2-209,TLN2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TMCC1-203,TMCC1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TMCC1-201,TMCC1,Inhibitory_neuron,Minor,AD_enriched,Canonical
TMEM161A-205,TMEM161A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TMEM181-201,TMEM181,Inhibitory_neuron,Dominant,AD_enriched,Alternate
TMEM196-201,TMEM196,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TMEM196-202,TMEM196,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript127143.chr17.nic,TMEM94,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TOP3B-201,TOP3B,Inhibitory_neuron,Minor,AD_enriched,Canonical
TRANK1-207,TRANK1,Inhibitory_neuron,Minor,AD_enriched,Alternate
TRANK1-205,TRANK1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
TRIM2-267,TRIM2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TRIQK-214,TRIQK,Inhibitory_neuron,Minor,AD_enriched,Canonical
TRMU-209,TRMU,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript192671.chr8.nnic,TSNARE1,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript192840.chr8.nic,TSNARE1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
TTLL3-202,TTLL3,Inhibitory_neuron,Dominant,AD_enriched,Alternate
TTLL3-228,TTLL3,Inhibitory_neuron,Minor,CT_enriched,Alternate
TXLNGY-202,TXLNGY,Inhibitory_neuron,Minor,AD_enriched,no_MANE_coverage
TXLNGY-218,TXLNGY,Inhibitory_neuron,Dominant,CT_enriched,no_MANE_coverage
transcript100378.chr1.nnic,TXNDC12,Inhibitory_neuron,Minor,AD_enriched,Alternate
TXNDC12-201,TXNDC12,Inhibitory_neuron,Dominant,CT_enriched,Canonical
TYW3-201,TYW3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript133689.chr1.nic,TYW3,Inhibitory_neuron,Minor,AD_enriched,Alternate
UBE2B-206,UBE2B,Inhibitory_neuron,Minor,CT_enriched,Alternate
UBE2B-201,UBE2B,Inhibitory_neuron,Dominant,AD_enriched,Canonical
UBE2W-203,UBE2W,Inhibitory_neuron,Minor,AD_enriched,Alternate
UBE2W-202,UBE2W,Inhibitory_neuron,Dominant,CT_enriched,Alternate
UNC79-201,UNC79,Inhibitory_neuron,Dominant,CT_enriched,Alternate
USP28-213,USP28,Inhibitory_neuron,Minor,CT_enriched,Alternate
USP48-201,USP48,Inhibitory_neuron,Minor,CT_enriched,Canonical
USP48-205,USP48,Inhibitory_neuron,Dominant,AD_enriched,Alternate
USP9Y-207,USP9Y,Inhibitory_neuron,Minor,CT_enriched,Alternate
UTP25-202,UTP25,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript306238.chr1.nic,UTP25,Inhibitory_neuron,Minor,AD_enriched,Alternate
UTP6-201,UTP6,Inhibitory_neuron,Dominant,CT_enriched,Canonical
UTP6-209,UTP6,Inhibitory_neuron,Minor,AD_enriched,Alternate
UXS1-215,UXS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
UXS1-201,UXS1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
VCAN-209,VCAN,Inhibitory_neuron,Minor,AD_enriched,Alternate
VGLL4-211,VGLL4,Inhibitory_neuron,Minor,AD_enriched,Canonical
VPS13A-202,VPS13A,Inhibitory_neuron,Minor,CT_enriched,Canonical
VPS13B-221,VPS13B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
WAC-205,WAC,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript9421.chr7.nic,WIPI2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
WWP2-201,WWP2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
XPO1-233,XPO1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
YTHDC1-202,YTHDC1,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZBTB11-202,ZBTB11,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZBTB25-204,ZBTB25,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript59950.chr14.nnic,ZBTB25,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZDHHC16-206,ZDHHC16,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ZDHHC16-202,ZDHHC16,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZFP62-207,ZFP62,Inhibitory_neuron,Minor,CT_enriched,Alternate
ZFPL1-215,ZFPL1,Inhibitory_neuron,Dominant,AD_enriched,Alternate
ZFPL1-201,ZFPL1,Inhibitory_neuron,Minor,CT_enriched,Canonical
ZKSCAN5-201,ZKSCAN5,Inhibitory_neuron,Minor,AD_enriched,Canonical
ZMYM2-210,ZMYM2,Inhibitory_neuron,Minor,CT_enriched,Canonical
ZNF148-201,ZNF148,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF148-206,ZNF148,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF197-204,ZNF197,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF23-202,ZNF23,Inhibitory_neuron,Minor,CT_enriched,Alternate
ZNF248-208,ZNF248,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF253-201,ZNF253,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF253-203,ZNF253,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF286A-202,ZNF286A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ZNF334-207,ZNF334,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF334-202,ZNF334,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF382-201,ZNF382,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF382-203,ZNF382,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF426-204,ZNF426,Inhibitory_neuron,Minor,CT_enriched,Alternate
ZNF451-207,ZNF451,Inhibitory_neuron,Dominant,AD_enriched,Alternate
ZNF532-224,ZNF532,Inhibitory_neuron,Minor,AD_enriched,Canonical
ZNF532-222,ZNF532,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ZNF549-202,ZNF549,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF549-201,ZNF549,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF550-208,ZNF550,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF550-204,ZNF550,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF571-202,ZNF571,Inhibitory_neuron,Dominant,CT_enriched,Canonical
transcript99320.chr19.nic,ZNF571,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF596-203,ZNF596,Inhibitory_neuron,Minor,AD_enriched,Canonical
ZNF682-203,ZNF682,Inhibitory_neuron,Minor,CT_enriched,Canonical
ZNF7-202,ZNF7,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNF7-216,ZNF7,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZNF75A-211,ZNF75A,Inhibitory_neuron,Minor,AD_enriched,Canonical
transcript98913.chr19.nic,ZNF875,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZNG1B-201,ZNG1B,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZSCAN32-202,ZSCAN32,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZSCAN32-213,ZSCAN32,Inhibitory_neuron,Minor,AD_enriched,Alternate
ZSWIM8-221,ZSWIM8,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ZZEF1-201,ZZEF1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
N4BP2L2-229,N4BP2L2,Lymphocyte,Dominant,CT_enriched,Alternate
AFF4-201,AFF4,Microglia,Minor,AD_enriched,Canonical
AKAP9-212,AKAP9,Microglia,Minor,AD_enriched,Alternate
ANKRD44-209,ANKRD44,Microglia,Dominant,CT_enriched,Alternate
ANO6-202,ANO6,Microglia,Dominant,CT_enriched,Alternate
ATP6V1B2-206,ATP6V1B2,Microglia,Minor,AD_enriched,Alternate
ATP6V1B2-201,ATP6V1B2,Microglia,Dominant,CT_enriched,Canonical
BTK-206,BTK,Microglia,Minor,AD_enriched,Alternate
BTK-207,BTK,Microglia,Dominant,CT_enriched,Alternate
C3-201,C3,Microglia,Dominant,AD_enriched,Canonical
CRELD1-243,CRELD1,Microglia,Minor,AD_enriched,Alternate
CSDE1-202,CSDE1,Microglia,Dominant,CT_enriched,Alternate
DOCK10-201,DOCK10,Microglia,Dominant,CT_enriched,Canonical
DOCK10-202,DOCK10,Microglia,Minor,AD_enriched,Alternate
EIF4G2-208,EIF4G2,Microglia,Minor,CT_enriched,Alternate
ERC1-204,ERC1,Microglia,Dominant,CT_enriched,Alternate
ERC2-211,ERC2,Microglia,Dominant,CT_enriched,Alternate
ERCC6L2-211,ERCC6L2,Microglia,Dominant,CT_enriched,Alternate
EZH1-208,EZH1,Microglia,Dominant,CT_enriched,Alternate
FGD4-211,FGD4,Microglia,Dominant,CT_enriched,Alternate
FGD4-216,FGD4,Microglia,Minor,AD_enriched,Alternate
FOXP1-249,FOXP1,Microglia,Minor,AD_enriched,Alternate
FOXP1-266,FOXP1,Microglia,Dominant,CT_enriched,Alternate
transcript164377.chrX.nnic,GAB3,Microglia,Dominant,CT_enriched,Alternate
GDAP1-217,GDAP1,Microglia,Minor,AD_enriched,Alternate
HLA-DMA-208,HLA-DMA,Microglia,Dominant,CT_enriched,Alternate
HLA-DMA-201,HLA-DMA,Microglia,Minor,AD_enriched,Canonical
HSPA5-201,HSPA5,Microglia,Dominant,AD_enriched,Canonical
IL6ST-204,IL6ST,Microglia,Dominant,CT_enriched,Canonical
transcript131979.chr16.nic,IRF8,Microglia,Minor,AD_enriched,Alternate
transcript131729.chr16.nic,IRF8,Microglia,Dominant,CT_enriched,Alternate
ITPRID2-205,ITPRID2,Microglia,Minor,AD_enriched,Canonical
LAMP2-201,LAMP2,Microglia,Minor,AD_enriched,Canonical
LAMP2-202,LAMP2,Microglia,Dominant,CT_enriched,Alternate
LCOR-222,LCOR,Microglia,Minor,AD_enriched,Alternate
LINC01094-202,LINC01094,Microglia,Minor,AD_enriched,no_MANE_coverage
LRRK2-201,LRRK2,Microglia,Minor,AD_enriched,Canonical
LRRK2-210,LRRK2,Microglia,Dominant,CT_enriched,Alternate
MYCBP2-207,MYCBP2,Microglia,Dominant,CT_enriched,Canonical
NAV3-207,NAV3,Microglia,Dominant,CT_enriched,Alternate
NOL8-208,NOL8,Microglia,Minor,AD_enriched,Canonical
transcript176161.chr8.nnic,NSMCE2,Microglia,Minor,AD_enriched,Alternate
transcript176277.chr8.nic,NSMCE2,Microglia,Dominant,CT_enriched,Alternate
NUMA1-212,NUMA1,Microglia,Dominant,CT_enriched,Alternate
NUP210-202,NUP210,Microglia,Dominant,CT_enriched,Alternate
NUP210-201,NUP210,Microglia,Minor,AD_enriched,Canonical
NUP62-202,NUP62,Microglia,Minor,AD_enriched,Alternate
PALD1-211,PALD1,Microglia,Minor,CT_enriched,Alternate
PALD1-201,PALD1,Microglia,Dominant,AD_enriched,Canonical
PCNT-209,PCNT,Microglia,Dominant,CT_enriched,Alternate
PHC3-214,PHC3,Microglia,Dominant,CT_enriched,Alternate
PHF3-204,PHF3,Microglia,Minor,AD_enriched,Alternate
transcript251349.chr3.nic,PLSCR1,Microglia,Minor,CT_enriched,Alternate
POMK-201,POMK,Microglia,Minor,AD_enriched,Canonical
RALGAPA1-219,RALGAPA1,Microglia,Dominant,AD_enriched,Alternate
RALGAPA1-201,RALGAPA1,Microglia,Minor,CT_enriched,Alternate
RPL32-204,RPL32,Microglia,Minor,AD_enriched,Canonical
transcript24581.chr3.nic,RPL32,Microglia,Dominant,CT_enriched,Alternate
SARAF-203,SARAF,Microglia,Dominant,CT_enriched,Alternate
SPEN-201,SPEN,Microglia,Dominant,CT_enriched,Canonical
SRRM2-225,SRRM2,Microglia,Dominant,CT_enriched,Alternate
SRSF11-202,SRSF11,Microglia,Dominant,CT_enriched,Alternate
TET2-201,TET2,Microglia,Dominant,CT_enriched,Alternate
TPP2-218,TPP2,Microglia,Dominant,CT_enriched,Alternate
TPP2-202,TPP2,Microglia,Minor,AD_enriched,Alternate
TRIM38-201,TRIM38,Microglia,Dominant,CT_enriched,Canonical
TSC1-246,TSC1,Microglia,Minor,AD_enriched,Alternate
TUT4-220,TUT4,Microglia,Minor,AD_enriched,Alternate
TUT4-204,TUT4,Microglia,Dominant,CT_enriched,Alternate
VCP-201,VCP,Microglia,Dominant,CT_enriched,Canonical
VPS13C-207,VPS13C,Microglia,Minor,CT_enriched,Alternate
VSIG4-204,VSIG4,Microglia,Dominant,CT_enriched,Alternate
YWHAB-201,YWHAB,Microglia,Dominant,CT_enriched,Canonical
ZNF267-206,ZNF267,Microglia,Minor,CT_enriched,Alternate
ZNF267-201,ZNF267,Microglia,Dominant,AD_enriched,Canonical
ZNF268-209,ZNF268,Microglia,Minor,AD_enriched,Alternate
ZNF268-205,ZNF268,Microglia,Dominant,CT_enriched,Canonical
AAR2-201,AAR2,Oligodendrocyte,Minor,AD_enriched,Canonical
ABCB7-215,ABCB7,Oligodendrocyte,Minor,AD_enriched,Alternate
ABCD4-214,ABCD4,Oligodendrocyte,Minor,AD_enriched,Alternate
ABCD4-201,ABCD4,Oligodendrocyte,Dominant,CT_enriched,Canonical
ABHD6-201,ABHD6,Oligodendrocyte,Dominant,AD_enriched,Alternate
ABHD6-205,ABHD6,Oligodendrocyte,Minor,CT_enriched,Canonical
ABI1-210,ABI1,Oligodendrocyte,Minor,AD_enriched,Alternate
ACAD11-208,ACAD11,Oligodendrocyte,Minor,AD_enriched,Alternate
ACAD11-202,ACAD11,Oligodendrocyte,Dominant,CT_enriched,Alternate
ACAP3-206,ACAP3,Oligodendrocyte,Minor,AD_enriched,Alternate
ACSL4-204,ACSL4,Oligodendrocyte,Minor,CT_enriched,Alternate
ADAM22-207,ADAM22,Oligodendrocyte,Minor,AD_enriched,Canonical
ADAM22-204,ADAM22,Oligodendrocyte,Dominant,CT_enriched,Alternate
ADAP1-201,ADAP1,Oligodendrocyte,Dominant,AD_enriched,Canonical
ADSL-232,ADSL,Oligodendrocyte,Minor,CT_enriched,Alternate
AGAP3-212,AGAP3,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript25226.chr7.nic,AGMO,Oligodendrocyte,Minor,AD_enriched,Alternate
AKAP8L-234,AKAP8L,Oligodendrocyte,Dominant,CT_enriched,Alternate
AKAP8L-201,AKAP8L,Oligodendrocyte,Minor,AD_enriched,Canonical
ALMS1-219,ALMS1,Oligodendrocyte,Dominant,CT_enriched,Alternate
AMD1-210,AMD1,Oligodendrocyte,Minor,CT_enriched,Alternate
AMMECR1-201,AMMECR1,Oligodendrocyte,Minor,CT_enriched,Canonical
AMPD3-203,AMPD3,Oligodendrocyte,Dominant,CT_enriched,Alternate
ANKRD11-229,ANKRD11,Oligodendrocyte,Dominant,CT_enriched,Alternate
ANKRD50-202,ANKRD50,Oligodendrocyte,Dominant,CT_enriched,Alternate
ANKRD50-201,ANKRD50,Oligodendrocyte,Minor,AD_enriched,Canonical
ARHGAP22-210,ARHGAP22,Oligodendrocyte,Minor,AD_enriched,Alternate
ARHGAP22-201,ARHGAP22,Oligodendrocyte,Dominant,CT_enriched,Canonical
ARID4B-201,ARID4B,Oligodendrocyte,Dominant,CT_enriched,Canonical
transcript149637.chr7.nic,ARMC10,Oligodendrocyte,Minor,CT_enriched,Alternate
ARMC6-202,ARMC6,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript36472.chr6.nic,ATAT1,Oligodendrocyte,Dominant,CT_enriched,Alternate
ATG14-202,ATG14,Oligodendrocyte,Minor,AD_enriched,Alternate
ATG14-201,ATG14,Oligodendrocyte,Dominant,CT_enriched,Canonical
ATG7-201,ATG7,Oligodendrocyte,Dominant,CT_enriched,Alternate
ATL1-221,ATL1,Oligodendrocyte,Minor,AD_enriched,Alternate
transcript158596.chr12.nic,ATP2A2,Oligodendrocyte,Minor,AD_enriched,Alternate
ATP2A2-201,ATP2A2,Oligodendrocyte,Dominant,CT_enriched,Alternate
ATP2C1-218,ATP2C1,Oligodendrocyte,Minor,AD_enriched,Canonical
ATP6V0B-203,ATP6V0B,Oligodendrocyte,Minor,CT_enriched,Alternate
ATP6V0B-205,ATP6V0B,Oligodendrocyte,Dominant,AD_enriched,Canonical
transcript41287.chr6.nnic,ATP6V1G2,Oligodendrocyte,Minor,AD_enriched,Alternate
ATP6V1G2-205,ATP6V1G2,Oligodendrocyte,Dominant,CT_enriched,Canonical
BEST1-204,BEST1,Oligodendrocyte,Minor,CT_enriched,Alternate
BEST1-202,BEST1,Oligodendrocyte,Dominant,AD_enriched,Alternate
BICD2-201,BICD2,Oligodendrocyte,Dominant,CT_enriched,Canonical
BICD2-202,BICD2,Oligodendrocyte,Minor,AD_enriched,Alternate
BTF3L4-201,BTF3L4,Oligodendrocyte,Dominant,AD_enriched,Canonical
BTF3L4-202,BTF3L4,Oligodendrocyte,Minor,CT_enriched,Alternate
transcript89852.chr2.nic,C2orf42,Oligodendrocyte,Dominant,CT_enriched,Alternate
transcript15300.chr22.nic,CABIN1,Oligodendrocyte,Minor,CT_enriched,Alternate
CALCOCO1-218,CALCOCO1,Oligodendrocyte,Minor,AD_enriched,Canonical
CAPN10-207,CAPN10,Oligodendrocyte,Dominant,CT_enriched,Canonical
CASC3-203,CASC3,Oligodendrocyte,Minor,AD_enriched,Alternate
CASC3-201,CASC3,Oligodendrocyte,Dominant,CT_enriched,Canonical
CDK13-202,CDK13,Oligodendrocyte,Dominant,CT_enriched,Alternate
CDK14-203,CDK14,Oligodendrocyte,Dominant,CT_enriched,Alternate
CDK14-202,CDK14,Oligodendrocyte,Minor,AD_enriched,Canonical
CDK5RAP2-223,CDK5RAP2,Oligodendrocyte,Minor,CT_enriched,Alternate
CDK5RAP3-237,CDK5RAP3,Oligodendrocyte,Minor,AD_enriched,Alternate
CEP83-201,CEP83,Oligodendrocyte,Minor,AD_enriched,Alternate
CEP95-201,CEP95,Oligodendrocyte,Minor,AD_enriched,Alternate
CHD1-205,CHD1,Oligodendrocyte,Minor,AD_enriched,Alternate
